scenario,sequence,age,height,weight,sex,ethnicity
Scenario0,1381,Adult,0.3725753,0.4919444,Female,Caucasian
Scenario0,1382,Adult,0.628377,0.7423297,Male,Caucasian
Scenario0,1383,Adult,0.1480402,0.8377739,Male,LatinAmerican
Scenario0,1384,Adult,0.1114848,0.1225854,Female,African
Scenario0,1385,Adult,0.628377,0.7423297,Male,Caucasian
Scenario0,1386,Adult,0.2476603,0.4538529,Female,Caucasian
Scenario0,1387,Adult,0.7554886,0.9160103,Female,Caucasian
Scenario0,1388,Adult,0.1114848,0.1225854,Female,African
Scenario0,1389,Adult,0.5237303,0.3656865,Female,Caucasian
Scenario0,139,Adult,0.5945128,0.00735867,Male,African
Scenario0,1390,Adult,0.2476603,0.4538529,Female,Caucasian
Scenario0,1391,Adult,0.6570619,0.6125398,Female,African
Scenario0,1392,Adult,0.8944858,0.003531814,Male,African
Scenario0,1393,Adult,0.04213285,0.3252171,Female,African
Scenario0,1394,Child2,0.7727542,0.01797819,Female,Asian
Scenario0,1395,Adult,0.5919821,0.1970859,Female,LatinAmerican
Scenario0,1396,Child2,0.7727542,0.01797819,Female,Asian
Scenario0,1397,Adult,0.8891671,0.4653788,Male,LatinAmerican
Scenario0,1398,Adult,0.7554886,0.9160103,Female,Caucasian
Scenario0,1399,Adult,0.5376426,0.277051,Female,LatinAmerican
Scenario0,14,Adult,0.06158018,0.4326969,Male,Caucasian
Scenario0,140,Preteen,0.8968027,0.4954122,Male,LatinAmerican
Scenario0,1400,Toddler,0.5619644,0.4038649,Female,LatinAmerican
Scenario0,1401,Adult,0.1239276,0.4413012,Male,LatinAmerican
Scenario0,1402,Adult,0.1381313,0.2863585,Male,Asian
Scenario0,1403,Child1,0.3674845,0.275557,Female,African
Scenario0,1404,Adult,0.3879837,0.7837055,Female,LatinAmerican
Scenario0,1405,Child2,0.5263267,0.9322006,Female,African
Scenario0,1406,Child1,0.9018304,0.9830151,Female,Asian
Scenario0,1407,Adult,0.8731037,0.5985903,Female,LatinAmerican
Scenario0,1408,Adult,0.4539329,0.522985,Male,Caucasian
Scenario0,1409,Child1,0.9018304,0.9830151,Female,Asian
Scenario0,141,Adult,0.3260899,0.9245194,Female,LatinAmerican
Scenario0,1410,Adult,0.9005214,0.8298686,Female,African
Scenario0,1411,Child1,0.3268429,0.8497543,Male,African
Scenario0,1412,Adult,0.1381313,0.2863585,Male,Asian
Scenario0,1413,Adult,0.1325376,0.9999444,Male,Caucasian
Scenario0,1414,Adult,0.8605787,0.0765909,Female,African
Scenario0,1415,Adult,0.8114997,0.0004956722,Female,African
Scenario0,1416,Adult,0.1038613,0.231708,Male,African
Scenario0,1417,Adult,0.8210213,0.7803799,Male,African
Scenario0,1418,Adult,0.7390485,0.4973891,Male,Asian
Scenario0,1419,Adult,0.1395769,0.0917176,Female,LatinAmerican
Scenario0,142,Adult,0.4827651,0.8576131,Female,Caucasian
Scenario0,1420,Adult,0.1673409,0.6495289,Female,LatinAmerican
Scenario0,1421,Adult,0.2133878,0.5951159,Male,Asian
Scenario0,1422,Adult,0.2912521,0.597472,Female,African
Scenario0,1423,Child2,0.5263267,0.9322006,Female,African
Scenario0,1424,Adult,0.6939801,0.03163612,Male,LatinAmerican
Scenario0,1425,Adult,0.4527209,0.4128499,Female,LatinAmerican
Scenario0,1426,Adult,0.1239276,0.4413012,Male,LatinAmerican
Scenario0,1427,Adult,0.8295723,0.3167202,Female,Caucasian
Scenario0,1428,Child2,0.1327338,0.6789296,Male,African
Scenario0,1429,Adult,0.1576942,0.4738858,Female,LatinAmerican
Scenario0,143,Adult,0.7714093,0.8867875,Female,African
Scenario0,1430,Adult,0.7980504,0.3783417,Male,Caucasian
Scenario0,1431,Adult,0.5379038,0.02225387,Male,Caucasian
Scenario0,1432,Preteen,0.9082154,0.8325793,Female,African
Scenario0,1433,Adult,0.7980504,0.3783417,Male,Caucasian
Scenario0,1434,Adult,0.8731037,0.5985903,Female,LatinAmerican
Scenario0,1435,Adult,0.9539211,0.4213123,Male,Caucasian
Scenario0,1436,Adult,0.8295723,0.3167202,Female,Caucasian
Scenario0,1437,Adult,0.1381313,0.2863585,Male,Asian
Scenario0,1438,Adult,0.1673409,0.6495289,Female,LatinAmerican
Scenario0,1439,Adult,0.8295723,0.3167202,Female,Caucasian
Scenario0,144,Toddler,0.9289908,0.7001334,Female,LatinAmerican
Scenario0,1440,Adult,0.2133878,0.5951159,Male,Asian
Scenario0,1441,Adult,0.1381313,0.2863585,Male,Asian
Scenario0,1442,Preteen,0.9082154,0.8325793,Female,African
Scenario0,1443,Child2,0.1327338,0.6789296,Male,African
Scenario0,1444,Child2,0.141739,0.262558,Female,Asian
Scenario0,1445,Adult,0.1239276,0.4413012,Male,LatinAmerican
Scenario0,1446,Adult,0.2808139,0.6186079,Female,Asian
Scenario0,1447,Adult,0.4539329,0.522985,Male,Caucasian
Scenario0,1448,Adult,0.5930376,0.4407148,Female,Asian
Scenario0,1449,Adult,0.4527209,0.4128499,Female,LatinAmerican
Scenario0,145,Adult,0.9075942,0.51107,Female,Asian
Scenario0,1450,Adult,0.7390485,0.4973891,Male,Asian
Scenario0,1451,Adult,0.05207157,0.2741867,Female,Asian
Scenario0,1452,Adult,0.9261564,0.7424275,Male,Asian
Scenario0,1453,Adult,0.2881043,0.5820152,Female,Caucasian
Scenario0,1454,Child1,0.7428411,0.7600173,Female,Caucasian
Scenario0,1455,Preteen,0.2699648,0.4056342,Female,African
Scenario0,1456,Adult,0.5311536,0.9155473,Male,LatinAmerican
Scenario0,1457,Adult,0.3551781,0.4025798,Male,LatinAmerican
Scenario0,1458,Adult,0.9500813,0.11789,Female,Asian
Scenario0,1459,Adult,0.2643753,0.3898718,Female,Asian
Scenario0,146,Adult,0.8002397,0.5383134,Male,Asian
Scenario0,1460,Adult,0.4121659,0.5194564,Female,Caucasian
Scenario0,1461,Adult,0.0267328,0.3077953,Male,Caucasian
Scenario0,1462,Adult,0.0991931,0.2457994,Male,African
Scenario0,1463,Adult,0.5331819,0.3041662,Male,African
Scenario0,1464,Toddler,0.6024518,0.8930931,Female,LatinAmerican
Scenario0,1465,Toddler,0.6048448,0.02068532,Male,LatinAmerican
Scenario0,1466,Adult,0.7029883,0.6081296,Male,Asian
Scenario0,1467,Child1,0.9888154,0.4192671,Female,Asian
Scenario0,1468,Adult,0.2983371,0.0312084,Male,Caucasian
Scenario0,1469,Adult,0.1040379,0.8093156,Male,Asian
Scenario0,147,Adult,0.763191,0.591082,Male,African
Scenario0,1470,Adult,0.5495569,0.317284,Female,LatinAmerican
Scenario0,1471,Adult,0.2881043,0.5820152,Female,Caucasian
Scenario0,1472,Adult,0.4121659,0.5194564,Female,Caucasian
Scenario0,1473,Adult,0.410453,0.461951,Male,African
Scenario0,1474,Adult,0.3508277,0.6106923,Male,Caucasian
Scenario0,1475,Adult,0.0991931,0.2457994,Male,African
Scenario0,1476,Adult,0.9755999,0.7405035,Male,Caucasian
Scenario0,1477,Adult,0.2710115,0.0439744,Male,Caucasian
Scenario0,1478,Adult,0.2881043,0.5820152,Female,Caucasian
Scenario0,1479,Adult,0.410453,0.461951,Male,African
Scenario0,148,Adult,0.6623237,0.9933594,Female,African
Scenario0,1480,Adult,0.3551781,0.4025798,Male,LatinAmerican
Scenario0,1481,Adult,0.5682017,0.1960806,Female,Asian
Scenario0,1482,Child2,0.8363969,0.8920343,Female,African
Scenario0,1483,Child1,0.9293263,0.84053,Male,LatinAmerican
Scenario0,1484,Adult,0.2537527,0.866414,Female,African
Scenario0,1485,Adult,0.4788777,0.2792647,Female,Asian
Scenario0,1486,Adult,0.6889831,0.3083436,Male,LatinAmerican
Scenario0,1487,Adult,0.2710115,0.0439744,Male,Caucasian
Scenario0,1488,Adult,0.5331819,0.3041662,Male,African
Scenario0,1489,Adult,0.1040379,0.8093156,Male,Asian
Scenario0,149,Adult,0.1338483,0.7524058,Male,LatinAmerican
Scenario0,1490,Adult,0.1947336,0.3081939,Female,Caucasian
Scenario0,1491,Adult,0.05207157,0.2741867,Female,Asian
Scenario0,1492,Adult,0.8956857,0.7427506,Female,African
Scenario0,1493,Adult,0.4121659,0.5194564,Female,Caucasian
Scenario0,1494,Child2,0.8363969,0.8920343,Female,African
Scenario0,1495,Adult,0.9261564,0.7424275,Male,Asian
Scenario0,1496,Adult,0.992135,0.2835139,Female,African
Scenario0,1497,Adult,0.8856455,0.9476899,Male,LatinAmerican
Scenario0,1498,Child1,0.9888154,0.4192671,Female,Asian
Scenario0,1499,Adult,0.2710115,0.0439744,Male,Caucasian
Scenario0,15,Adult,0.4743055,0.6111617,Female,African
Scenario0,150,Adult,0.7714093,0.8867875,Female,African
Scenario0,1500,Toddler,0.6024518,0.8930931,Female,LatinAmerican
Scenario0,1501,Adult,0.1444703,0.8235664,Male,Asian
Scenario0,1502,Child2,0.1359981,0.0665853,Female,Caucasian
Scenario0,1503,Child2,0.01633203,0.1337762,Female,Caucasian
Scenario0,1504,Toddler,0.243947,0.532038,Female,African
Scenario0,1505,Adult,0.08643389,0.5669076,Female,LatinAmerican
Scenario0,1506,Adult,0.8826811,0.2056409,Female,Caucasian
Scenario0,1507,Adult,0.5583755,0.6617507,Male,Asian
Scenario0,1508,Adult,0.5622449,0.4804357,Female,Asian
Scenario0,1509,Adult,0.155154,0.5554155,Male,African
Scenario0,151,Toddler,0.7002209,0.07367992,Female,LatinAmerican
Scenario0,1510,Adult,0.4311856,0.7431375,Male,African
Scenario0,1511,Child2,0.1359981,0.0665853,Female,Caucasian
Scenario0,1512,Child1,0.9140781,0.9322956,Male,Asian
Scenario0,1513,Adult,0.6811546,0.3379467,Female,Caucasian
Scenario0,1514,Adult,0.5583755,0.6617507,Male,Asian
Scenario0,1515,Child1,0.9140781,0.9322956,Male,Asian
Scenario0,1516,Adult,0.945725,0.2987098,Female,LatinAmerican
Scenario0,1517,Adult,0.1137574,0.6022651,Male,Asian
Scenario0,1518,Adult,0.2963331,0.6001043,Male,Asian
Scenario0,1519,Adult,0.7269855,0.9739836,Female,Caucasian
Scenario0,152,Adult,0.426073,0.2288138,Male,LatinAmerican
Scenario0,1520,Adult,0.09352982,0.344257,Female,African
Scenario0,1521,Adult,0.7630284,0.2461745,Male,African
Scenario0,1522,Adult,0.8024393,0.9448104,Male,African
Scenario0,1523,Adult,0.2317249,0.9973943,Male,LatinAmerican
Scenario0,1524,Adult,0.746465,0.4706059,Female,Caucasian
Scenario0,1525,Adult,0.6856441,0.3896214,Female,African
Scenario0,1526,Adult,0.7630284,0.2461745,Male,African
Scenario0,1527,Adult,0.2963331,0.6001043,Male,Asian
Scenario0,1528,Adult,0.1137574,0.6022651,Male,Asian
Scenario0,1529,Adult,0.7594633,0.8313574,Female,LatinAmerican
Scenario0,153,Adult,0.102144,0.7908845,Male,African
Scenario0,1530,Adult,0.6341453,0.6008767,Female,Asian
Scenario0,1531,Adult,0.945725,0.2987098,Female,LatinAmerican
Scenario0,1532,Adult,0.945725,0.2987098,Female,LatinAmerican
Scenario0,1533,Adult,0.8679993,0.1404842,Female,LatinAmerican
Scenario0,1534,Child2,0.1359981,0.0665853,Female,Caucasian
Scenario0,1535,Adult,0.7196037,0.2568144,Male,Asian
Scenario0,1536,Adult,0.4311856,0.7431375,Male,African
Scenario0,1537,Adult,0.4311856,0.7431375,Male,African
Scenario0,1538,Adult,0.7594633,0.8313574,Female,LatinAmerican
Scenario0,1539,Adult,0.6429267,0.5118446,Male,LatinAmerican
Scenario0,154,Adult,0.704659,0.05682337,Male,LatinAmerican
Scenario0,1540,Adult,0.6451948,0.3023186,Female,Asian
Scenario0,1541,Child2,0.1359981,0.0665853,Female,Caucasian
Scenario0,1542,Child1,0.1414264,0.6070871,Male,Caucasian
Scenario0,1543,Adult,0.6811546,0.3379467,Female,Caucasian
Scenario0,1544,Adult,0.4543222,0.02733827,Female,Asian
Scenario0,1545,Adult,0.6934139,0.7775888,Male,Asian
Scenario0,1546,Adult,0.2317249,0.9973943,Male,LatinAmerican
Scenario0,1547,Adult,0.1750445,0.0261116,Male,LatinAmerican
Scenario0,1548,Adult,0.7630284,0.2461745,Male,African
Scenario0,1549,Adult,0.6811546,0.3379467,Female,Caucasian
Scenario0,155,Adult,0.9030854,0.3546534,Male,African
Scenario0,1550,Adult,0.8826811,0.2056409,Female,Caucasian
Scenario0,1551,Adult,0.6119821,0.548438,Female,Caucasian
Scenario0,1552,Adult,0.6377838,0.7697475,Female,Caucasian
Scenario0,1553,Adult,0.5100479,0.1132213,Female,African
Scenario0,1554,Adult,0.9365237,0.8211989,Male,LatinAmerican
Scenario0,1555,Adult,0.7730675,0.954123,Male,Caucasian
Scenario0,1556,Adult,0.06842268,0.8027357,Male,Asian
Scenario0,1557,Adult,0.6884274,0.6274377,Male,Asian
Scenario0,1558,Adult,0.6939957,0.2208577,Male,LatinAmerican
Scenario0,1559,Adult,0.2268125,0.6204873,Female,Asian
Scenario0,156,Adult,0.3788118,0.1028295,Male,Caucasian
Scenario0,1560,Adult,0.04244745,0.5974522,Male,African
Scenario0,1561,Adult,0.2145212,0.8375796,Female,Caucasian
Scenario0,1562,Adult,0.6939957,0.2208577,Male,LatinAmerican
Scenario0,1563,Adult,0.1823413,0.688841,Female,Caucasian
Scenario0,1564,Adult,0.2664837,0.09052968,Male,LatinAmerican
Scenario0,1565,Child2,0.202763,0.5656275,Male,LatinAmerican
Scenario0,1566,Adult,0.4398545,0.9865448,Female,Caucasian
Scenario0,1567,Adult,0.7710865,0.8857551,Female,Caucasian
Scenario0,1568,Child2,0.202763,0.5656275,Male,LatinAmerican
Scenario0,1569,Preteen,0.107348,0.6027471,Female,Caucasian
Scenario0,157,Adult,0.7230264,0.7398858,Male,Caucasian
Scenario0,1570,Preteen,0.107348,0.6027471,Female,Caucasian
Scenario0,1571,Adult,0.9333671,0.7980824,Male,Caucasian
Scenario0,1572,Adult,0.7393049,0.06358755,Female,Asian
Scenario0,1573,Child1,0.1916047,0.1856241,Male,African
Scenario0,1574,Adult,0.7393049,0.06358755,Female,Asian
Scenario0,1575,Adult,0.7730675,0.954123,Male,Caucasian
Scenario0,1576,Adult,0.6379995,0.7814676,Female,LatinAmerican
Scenario0,1577,Adult,0.7393049,0.06358755,Female,Asian
Scenario0,1578,Adult,0.6119821,0.548438,Female,Caucasian
Scenario0,1579,Child2,0.8751655,0.3630188,Male,Caucasian
Scenario0,158,Child2,0.1270058,0.6303952,Female,LatinAmerican
Scenario0,1580,Adult,0.4398545,0.9865448,Female,Caucasian
Scenario0,1581,Adult,0.9365237,0.8211989,Male,LatinAmerican
Scenario0,1582,Adult,0.2268125,0.6204873,Female,Asian
Scenario0,1583,Preteen,0.107348,0.6027471,Female,Caucasian
Scenario0,1584,Adult,0.2145212,0.8375796,Female,Caucasian
Scenario0,1585,Adult,0.6917264,0.8166548,Male,African
Scenario0,1586,Adult,0.1823413,0.688841,Female,Caucasian
Scenario0,1587,Adult,0.9777994,0.9374888,Female,African
Scenario0,1588,Preteen,0.107348,0.6027471,Female,Caucasian
Scenario0,1589,Child1,0.4633894,0.5535202,Male,African
Scenario0,159,Adult,0.07412219,0.2895558,Male,African
Scenario0,1590,Child2,0.8751655,0.3630188,Male,Caucasian
Scenario0,1591,Adult,0.6884274,0.6274377,Male,Asian
Scenario0,1592,Adult,0.6917264,0.8166548,Male,African
Scenario0,1593,Adult,0.2208248,0.2098049,Male,Caucasian
Scenario0,1594,Adult,0.8893552,0.7405186,Male,African
Scenario0,1595,Adult,0.6377838,0.7697475,Female,Caucasian
Scenario0,1596,Adult,0.6119821,0.548438,Female,Caucasian
Scenario0,1597,Child2,0.7200048,0.7305965,Male,LatinAmerican
Scenario0,1598,Adult,0.6119821,0.548438,Female,Caucasian
Scenario0,1599,Adult,0.06842268,0.8027357,Male,Asian
Scenario0,16,Adult,0.5907154,0.9595512,Male,LatinAmerican
Scenario0,160,Adult,0.4113517,0.7359188,Male,African
Scenario0,1600,Toddler,0.6077678,0.1891662,Female,African
Scenario0,1601,Child1,0.9529954,0.1175059,Male,LatinAmerican
Scenario0,1602,Adult,0.2565315,0.1381862,Female,Caucasian
Scenario0,1603,Adult,0.5893991,0.8202266,Male,LatinAmerican
Scenario0,1604,Adult,0.2565315,0.1381862,Female,Caucasian
Scenario0,1605,Adult,0.2565315,0.1381862,Female,Caucasian
Scenario0,1606,Adult,0.2565315,0.1381862,Female,Caucasian
Scenario0,1607,Adult,0.602339,0.3131765,Female,LatinAmerican
Scenario0,1608,Adult,0.9637816,0.5219535,Female,Caucasian
Scenario0,1609,Adult,0.3395168,0.6046987,Female,LatinAmerican
Scenario0,161,Preteen,0.8778595,0.01584458,Male,Caucasian
Scenario0,1610,Adult,0.2915833,0.7891399,Male,African
Scenario0,1611,Adult,0.8355138,0.444858,Male,Caucasian
Scenario0,1612,Adult,0.602339,0.3131765,Female,LatinAmerican
Scenario0,1613,Preteen,0.3089983,0.509985,Female,African
Scenario0,1614,Adult,0.5206488,0.5613521,Male,African
Scenario0,1615,Preteen,0.872754,0.2505442,Male,LatinAmerican
Scenario0,1616,Adult,0.5206488,0.5613521,Male,African
Scenario0,1617,Adult,0.9876432,0.7214626,Female,Asian
Scenario0,1618,Adult,0.5300196,0.8712329,Male,Asian
Scenario0,1619,Child1,0.6523507,0.1167829,Female,Caucasian
Scenario0,162,Adult,0.9699675,0.9207488,Male,African
Scenario0,1620,Adult,0.5111624,0.2930961,Female,LatinAmerican
Scenario0,1621,Child1,0.6523507,0.1167829,Female,Caucasian
Scenario0,1622,Adult,0.07312047,0.5045296,Male,Caucasian
Scenario0,1623,Adult,0.8683302,0.9780327,Male,LatinAmerican
Scenario0,1624,Adult,0.9876432,0.7214626,Female,Asian
Scenario0,1625,Preteen,0.6438605,0.158837,Female,LatinAmerican
Scenario0,1626,Adult,0.3372339,0.7941654,Male,Caucasian
Scenario0,1627,Adult,0.2906033,0.9871777,Male,Caucasian
Scenario0,1628,Adult,0.7977697,0.445563,Male,Asian
Scenario0,1629,Preteen,0.3089983,0.509985,Female,African
Scenario0,163,Preteen,0.8778595,0.01584458,Male,Caucasian
Scenario0,1630,Adult,0.91465,0.6361003,Male,African
Scenario0,1631,Toddler,0.166438,0.7633572,Male,Asian
Scenario0,1632,Adult,0.2565315,0.1381862,Female,Caucasian
Scenario0,1633,Adult,0.2423393,0.3478504,Female,Asian
Scenario0,1634,Adult,0.9637816,0.5219535,Female,Caucasian
Scenario0,1635,Child2,0.4359704,0.1982218,Female,LatinAmerican
Scenario0,1636,Adult,0.7436259,0.5389645,Male,African
Scenario0,1637,Adult,0.91465,0.6361003,Male,African
Scenario0,1638,Child2,0.4359704,0.1982218,Female,LatinAmerican
Scenario0,1639,Adult,0.5206488,0.5613521,Male,African
Scenario0,164,Adult,0.6376796,0.3485004,Male,Asian
Scenario0,1640,Adult,0.1540631,0.9450068,Female,LatinAmerican
Scenario0,1641,Adult,0.6959687,0.9511817,Male,African
Scenario0,1642,Adult,0.6959687,0.9511817,Male,African
Scenario0,1643,Preteen,0.3089983,0.509985,Female,African
Scenario0,1644,Adult,0.7436259,0.5389645,Male,African
Scenario0,1645,Adult,0.2906033,0.9871777,Male,Caucasian
Scenario0,1646,Adult,0.2565315,0.1381862,Female,Caucasian
Scenario0,1647,Child2,0.01256299,0.09179449,Male,African
Scenario0,1648,Adult,0.8657449,0.7641026,Female,Caucasian
Scenario0,1649,Adult,0.2423393,0.3478504,Female,Asian
Scenario0,165,Adult,0.473752,0.1852241,Female,Asian
Scenario0,1650,Adult,0.8657449,0.7641026,Female,Caucasian
Scenario0,1651,Adult,0.423497,0.1501756,Male,Asian
Scenario0,1652,Adult,0.6629421,0.8300031,Male,Caucasian
Scenario0,1653,Adult,0.6486701,0.1860429,Male,African
Scenario0,1654,Adult,0.04858577,0.8967925,Female,African
Scenario0,1655,Adult,0.4426963,0.07218802,Female,Asian
Scenario0,1656,Adult,0.6157002,0.5673378,Male,Asian
Scenario0,1657,Adult,0.4491696,0.3580312,Female,Caucasian
Scenario0,1658,Adult,0.2512167,0.7732412,Female,Caucasian
Scenario0,1659,Preteen,0.5922377,0.3961502,Female,LatinAmerican
Scenario0,166,Adult,0.6648287,0.5264028,Female,Caucasian
Scenario0,1660,Preteen,0.8478154,0.9518448,Male,African
Scenario0,1661,Preteen,0.2303058,0.7046418,Female,Asian
Scenario0,1662,Adult,0.7085224,0.3583331,Male,LatinAmerican
Scenario0,1663,Adult,0.429687,0.2163514,Female,Asian
Scenario0,1664,Preteen,0.2303058,0.7046418,Female,Asian
Scenario0,1665,Adult,0.4290452,0.8985245,Female,LatinAmerican
Scenario0,1666,Adult,0.2515067,0.7885377,Male,LatinAmerican
Scenario0,1667,Adult,0.5257108,0.468774,Male,LatinAmerican
Scenario0,1668,Adult,0.6486701,0.1860429,Male,African
Scenario0,1669,Adult,0.423497,0.1501756,Male,Asian
Scenario0,167,Adult,0.6648287,0.5264028,Female,Caucasian
Scenario0,1670,Child2,0.5078151,0.3534006,Male,LatinAmerican
Scenario0,1671,Child2,0.5078151,0.3534006,Male,LatinAmerican
Scenario0,1672,Adult,0.6629421,0.8300031,Male,Caucasian
Scenario0,1673,Adult,0.4426963,0.07218802,Female,Asian
Scenario0,1674,Adult,0.04858577,0.8967925,Female,African
Scenario0,1675,Adult,0.429687,0.2163514,Female,Asian
Scenario0,1676,Adult,0.423497,0.1501756,Male,Asian
Scenario0,1677,Adult,0.9815884,0.7563877,Female,Asian
Scenario0,1678,Adult,0.5678515,0.5326546,Male,Caucasian
Scenario0,1679,Adult,0.7903507,0.921662,Male,African
Scenario0,168,Adult,0.06258833,0.9537908,Female,LatinAmerican
Scenario0,1680,Toddler,0.4697407,0.03427386,Female,Caucasian
Scenario0,1681,Adult,0.03933883,0.090747,Female,African
Scenario0,1682,Child2,0.09676015,0.6574128,Male,African
Scenario0,1683,Adult,0.6157002,0.5673378,Male,Asian
Scenario0,1684,Adult,0.7903507,0.921662,Male,African
Scenario0,1685,Child2,0.5078151,0.3534006,Male,LatinAmerican
Scenario0,1686,Adult,0.02211785,0.8220037,Male,African
Scenario0,1687,Adult,0.8923399,0.001547337,Male,Caucasian
Scenario0,1688,Adult,0.7245446,0.5258528,Female,Caucasian
Scenario0,1689,Adult,0.7628715,0.3768522,Female,LatinAmerican
Scenario0,169,Adult,0.7213835,0.1804585,Male,LatinAmerican
Scenario0,1690,Preteen,0.8985969,0.8749053,Male,LatinAmerican
Scenario0,1691,Adult,0.2469403,0.5780863,Male,Asian
Scenario0,1692,Adult,0.8923399,0.001547337,Male,Caucasian
Scenario0,1693,Adult,0.6486701,0.1860429,Male,African
Scenario0,1694,Adult,0.4290452,0.8985245,Female,LatinAmerican
Scenario0,1695,Adult,0.6157002,0.5673378,Male,Asian
Scenario0,1696,Adult,0.0471561,0.7033838,Male,Asian
Scenario0,1697,Preteen,0.8985969,0.8749053,Male,LatinAmerican
Scenario0,1698,Adult,0.2950432,0.5146955,Male,African
Scenario0,1699,Adult,0.2469403,0.5780863,Male,Asian
Scenario0,17,Adult,0.09013903,0.4749112,Male,Caucasian
Scenario0,170,Adult,0.1312177,0.4126039,Female,LatinAmerican
Scenario0,1700,Adult,0.6157002,0.5673378,Male,Asian
Scenario0,1701,Preteen,0.7516185,0.7387817,Female,Caucasian
Scenario0,1702,Adult,0.5075356,0.528813,Female,African
Scenario0,1703,Adult,0.1220626,0.6113412,Male,LatinAmerican
Scenario0,1704,Preteen,0.3475785,0.342826,Female,Caucasian
Scenario0,1705,Adult,0.8842764,0.9340115,Male,Asian
Scenario0,1706,Adult,0.2938581,0.6524262,Female,Asian
Scenario0,1707,Adult,0.9489716,0.3993233,Male,Asian
Scenario0,1708,Adult,0.5572665,0.5909721,Male,Asian
Scenario0,1709,Adult,0.03204739,0.5821179,Female,African
Scenario0,171,Adult,0.2091942,0.07052898,Male,Asian
Scenario0,1710,Adult,0.3886179,0.9225454,Male,African
Scenario0,1711,Adult,0.5572665,0.5909721,Male,Asian
Scenario0,1712,Preteen,0.7516185,0.7387817,Female,Caucasian
